timeindex,AT_electricity,BE_electricity,CH_electricity,CZ_electricity,DE_electricity,FR_electricity,NO_electricity,PL_electricity,SE_electricity,DK_electricity,AT-biomass-bus,BE-biomass-bus,CH-biomass-bus,CZ-biomass-bus,DE-biomass-bus,DK-biomass-bus,FR-biomass-bus,NO-biomass-bus,PL-biomass-bus,SE-biomass-bus
2030-01-02 14:00:00,74.6389768756,75.2,70.9070280318,75.2,70.9070280318,63.9935927987,53.103567309,83.324099723,50.4483889436,55.8984919042,0,33.84,31.9081626143,0,0,25.1543213569,0,0,37.4958448753,22.7017750246
2030-01-02 15:00:00,74.6389768756,75.2,70.9070280318,75.2,70.9070280318,67.3616766302,53.103567309,83.324099723,50.4483889436,55.8984919042,0,33.84,31.9081626143,0,0,25.1543213569,0,0,37.4958448753,22.7017750246
2030-01-02 16:00:00,74.6389768756,75.2,70.9070280318,75.2,70.9070280318,67.3616766302,53.103567309,83.324099723,50.4483889436,55.8984919042,0,33.84,31.9081626143,0,0,25.1543213569,0,0,37.4958448753,22.7017750246
2030-01-02 17:00:00,74.6389768756,75.2,70.9070280318,75.2,70.9070280318,67.3616766302,53.103567309,83.324099723,50.4483889436,55.8984919042,0,33.84,31.9081626143,0,0,25.1543213569,0,0,37.4958448753,22.7017750246
2030-01-02 18:00:00,74.6389768756,75.2,70.9070280318,75.2,70.9070280318,67.3616766302,53.103567309,83.324099723,50.4483889436,55.8984919042,0,33.84,31.9081626143,0,0,25.1543213569,0,0,37.4958448753,22.7017750246
2030-01-02 19:00:00,74.6389768756,75.2,70.9070280318,75.2,70.9070280318,67.3616766302,53.103567309,83.324099723,50.4483889436,55.8984919042,0,33.84,31.9081626143,0,0,25.1543213569,0,0,37.4958448753,22.7017750246
2030-01-02 20:00:00,70.9070280318,75.2,70.9070280318,70.9070280318,67.3616766302,63.9935927987,53.103567309,83.324099723,50.4483889436,55.8984919042,0,33.84,31.9081626143,0,0,25.1543213569,0,0,37.4958448753,22.7017750246
2030-01-02 21:00:00,70.9070280318,75.2,70.9070280318,70.9070280318,67.3616766302,63.9935927987,53.103567309,83.324099723,50.4483889436,55.8984919042,0,33.84,31.9081626143,0,0,25.1543213569,0,0,37.4958448753,22.7017750246
2030-01-02 22:00:00,63.9935927987,75.2,67.3616766302,63.9935927987,60.7939131588,63.9935927987,53.103567309,83.324099723,50.4483889436,53.103567309,0,33.84,30.3127544836,0,0,23.8966052891,0,0,37.4958448753,22.7017750246
2030-01-02 23:00:00,54.2548718221,75.2,57.1103913916,54.2548718221,51.5421282309,54.2548718221,53.103567309,83.324099723,50.4483889436,48.9650218194,0,33.84,25.6996761262,0,0,22.0342598187,0,0,37.4958448753,22.7017750246
2030-01-03 00:00:00,54.2548718221,75.2,57.1103913916,54.2548718221,51.5421282309,54.2548718221,53.103567309,83.324099723,50.4483889436,48.9650218194,0,33.84,25.6996761262,0,0,22.0342598187,0,0,37.4958448753,22.7017750246
2030-01-03 01:00:00,53.103567309,75.2,53.103567309,53.103567309,50.4483889436,47.9259694964,53.103567309,83.324099723,50.4483889436,47.9259694964,0,33.84,23.8966052891,0,0,21.5666862734,0,0,37.4958448753,22.7017750246
2030-01-03 02:00:00,48.8293845451,48.8293845451,48.8293845451,48.8293845451,46.3879153179,27.5428247172,53.103567309,83.324099723,50.4483889436,47.9259694964,0,21.9732230453,21.9732230453,0,0,21.5666862734,0,0,37.4958448753,22.7017750246
2030-01-03 03:00:00,48.8293845451,48.8293845451,48.8293845451,48.8293845451,46.3879153179,27.5428247172,53.103567309,83.324099723,50.4483889436,47.9259694964,0,21.9732230453,21.9732230453,0,0,21.5666862734,0,0,37.4958448753,22.7017750246
2030-01-03 04:00:00,50.4483889436,50.4483889436,50.4483889436,50.4483889436,47.9259694964,27.5428247172,53.103567309,83.324099723,50.4483889436,47.9259694964,0,22.7017750246,22.7017750246,0,0,21.5666862734,0,0,37.4958448753,22.7017750246
2030-01-03 05:00:00,54.2548718221,54.2548718221,54.2548718221,57.1103913916,51.5421282309,48.9650218194,53.103567309,83.324099723,50.4483889436,48.9650218194,0,24.4146923199,24.4146923199,0,0,22.0342598187,0,0,37.4958448753,22.7017750246
2030-01-03 06:00:00,54.2548718221,54.2548718221,57.1103913916,57.1103913916,51.5421282309,48.9650218194,53.103567309,83.324099723,50.4483889436,48.9650218194,0,24.4146923199,25.6996761262,0,0,22.0342598187,0,0,37.4958448753,22.7017750246
